,total_questions,valid_responses,invalid_responses,correct_answers,accuracy,valid_accuracy,avg_time,total_points,max_points,percentage_score
vanilla,174,174,0,40,0.22988505747126436,0.22988505747126436,0.09218224848823986,120,522,22.988505747126435
